,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
185,Fully Paid,396792.0,Long Term,731.0,745997.0,10,Own Home,Debt Consolidation,7522.29,18.7,11.0,0,295944.0,835802.0,0,0
186,Fully Paid,128832.0,Short Term,719.0,1483520.0,10,Rent,Debt Consolidation,8381.85,30.9,4.0,0,36708.0,64372.0,0,0
187,Fully Paid,152790.0,Short Term,743.0,678661.0,10,Rent,Debt Consolidation,4450.94,14.0,5.0,1,119510.0,229086.0,0,0
188,Charged Off,292292.0,Short Term,741.0,666805.0,2,Rent,Business Loan,6223.45,15.0,7.0,0,81016.0,198352.0,0,0
189,Fully Paid,449460.0,Long Term,658.0,1057768.0,3,Rent,Debt Consolidation,19039.71,16.3,8.0,0,367992.0,510290.0,0,0
190,Fully Paid,86724.0,Short Term,716.0,580469.0,4,Home Mortgage,Debt Consolidation,7352.62,4.9,6.0,0,109687.0,182226.0,0,0
191,Fully Paid,67166.0,Long Term,726.0,1172718.0,6,Rent,Debt Consolidation,42060.68,27.4,11.0,0,679725.0,927014.0,0,0
192,Charged Off,223850.0,Short Term,726.0,1172718.0,1,Rent,Debt Consolidation,7684.74,17.3,8.0,0,87609.0,301928.0,0,0
193,Fully Paid,763840.0,Short Term,742.0,1639776.0,10,Home Mortgage,Debt Consolidation,23640.18,21.4,9.0,0,606461.0,1141800.0,0,0
194,Charged Off,83864.0,Short Term,699.0,564414.0,0,Rent,Debt Consolidation,11711.6,11.9,12.0,0,18639.0,107932.0,0,0
195,Charged Off,142846.0,Short Term,750.0,654227.0,10,Home Mortgage,Debt Consolidation,16246.71,17.2,9.0,0,53694.0,112662.0,0,0
196,Charged Off,551980.0,Long Term,720.0,1906840.0,3,Own Home,Business Loan,33528.54,22.6,6.0,0,334780.0,441518.0,0,0
197,Fully Paid,504658.0,Short Term,685.0,3874100.0,10,Rent,Debt Consolidation,4100.2,16.0,7.0,0,167827.0,397408.0,0,0
198,Charged Off,177628.0,Long Term,709.0,843771.0,5,Rent,Debt Consolidation,5027.59,10.3,8.0,0,94221.0,172062.0,0,0
199,Fully Paid,398464.0,Long Term,715.0,975004.0,10,Home Mortgage,Debt Consolidation,15356.37,20.5,13.0,0,326857.0,650276.0,0,0
200,Fully Paid,732028.0,Short Term,737.0,1724193.0,10,Home Mortgage,Debt Consolidation,32041.22,18.5,14.0,0,628425.0,1017698.0,0,0
201,Fully Paid,660132.0,Long Term,722.0,1634323.0,10,Home Mortgage,Debt Consolidation,18931.03,16.7,17.0,1,452713.0,927762.0,0,1
202,Fully Paid,25894.0,Short Term,748.0,1024727.0,8,Rent,Debt Consolidation,12723.73,10.2,12.0,0,30590.0,492008.0,0,0
203,Fully Paid,553366.0,Short Term,726.0,1172718.0,0,Home Mortgage,Home Improvements,35698.91,21.5,17.0,0,305349.0,657184.0,0,0
204,Fully Paid,77132.0,Short Term,657.0,2093762.0,5,Rent,Medical Bills,47284.16,15.9,13.0,0,588449.0,703142.0,0,0
205,Fully Paid,128634.0,Short Term,695.0,463657.0,4,Home Mortgage,Other,9891.4,8.7,9.0,0,76133.0,134178.0,0,0
206,Fully Paid,429264.0,Short Term,735.0,1816571.0,8,Own Home,Debt Consolidation,34060.73,11.1,20.0,0,387353.0,1520398.0,0,0
207,Fully Paid,131032.0,Short Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,2696.86,9.9,8.0,0,77520.0,255684.0,0,0
208,Charged Off,427988.0,Long Term,729.0,1624082.0,10,Rent,Debt Consolidation,3640.78,19.2,5.0,0,132088.0,378576.0,0,0
209,Fully Paid,204248.0,Short Term,737.0,779893.0,5,Home Mortgage,Debt Consolidation,10788.39,23.0,10.0,0,225663.0,588522.0,0,0
210,Fully Paid,653334.0,Short Term,722.0,2068891.0,10,Own Home,Debt Consolidation,29309.21,21.3,9.0,0,294291.0,548724.0,0,0
211,Fully Paid,226336.0,Short Term,724.0,1409610.0,6,Rent,Debt Consolidation,6331.56,17.0,5.0,1,79192.0,230428.0,0,1
212,Charged Off,216612.0,Short Term,722.0,897959.0,7,Own Home,Debt Consolidation,19006.65,10.7,14.0,0,321670.0,955042.0,0,0
213,Charged Off,218130.0,Short Term,728.0,602832.0,5,Home Mortgage,Debt Consolidation,9142.8,17.6,10.0,0,202616.0,239888.0,0,0
214,Fully Paid,449768.0,Long Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,31269.06,22.2,10.0,0,403028.0,1515118.0,0,0
215,Fully Paid,431288.0,Short Term,738.0,1378165.0,10,Home Mortgage,Debt Consolidation,33879.85,28.8,15.0,1,280687.0,409838.0,1,0
216,Fully Paid,541794.0,Long Term,674.0,1538145.0,8,Home Mortgage,Other,12766.67,33.7,9.0,0,300029.0,557634.0,0,0
217,Charged Off,448404.0,Short Term,746.0,1166220.0,10,Home Mortgage,Debt Consolidation,19339.72,14.9,17.0,0,306907.0,504064.0,0,0
218,Fully Paid,117854.0,Short Term,709.0,848958.0,10,Home Mortgage,Debt Consolidation,15069.09,15.4,10.0,0,404073.0,609994.0,0,0
219,Fully Paid,537196.0,Long Term,654.0,2551643.0,10,Home Mortgage,Debt Consolidation,55072.83,27.0,16.0,0,734597.0,1466542.0,0,0
220,Fully Paid,196108.0,Short Term,715.0,865602.0,10,Home Mortgage,Debt Consolidation,11397.34,18.8,11.0,1,185478.0,259402.0,1,0
221,Fully Paid,337656.0,Short Term,744.0,1205322.0,10,Home Mortgage,Debt Consolidation,12254.05,11.4,6.0,0,41876.0,119416.0,0,0
222,Charged Off,441628.0,Short Term,726.0,1172718.0,0,Rent,Debt Consolidation,34469.61,16.0,5.0,0,58482.0,90530.0,0,0
223,Fully Paid,448272.0,Long Term,716.0,1045285.0,10,Home Mortgage,Debt Consolidation,16289.08,23.0,7.0,0,115558.0,157432.0,0,0
224,Charged Off,581592.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,20455.02,17.5,13.0,0,363983.0,629970.0,0,0
225,Charged Off,63140.0,Short Term,733.0,233681.0,0,Rent,Debt Consolidation,2122.49,14.9,3.0,0,58463.0,119592.0,0,0
226,Fully Paid,223344.0,Short Term,719.0,1157328.0,7,Rent,Debt Consolidation,24111.0,17.4,8.0,0,100624.0,236830.0,0,0
227,Fully Paid,436172.0,Long Term,744.0,1054747.0,4,Home Mortgage,Home Improvements,13623.76,22.2,19.0,0,387315.0,2156110.0,0,0
228,Fully Paid,157146.0,Short Term,735.0,678566.0,6,Own Home,Debt Consolidation,12610.11,16.5,7.0,0,116793.0,426602.0,0,0
229,Fully Paid,178046.0,Short Term,716.0,2815781.0,10,Home Mortgage,Debt Consolidation,18537.35,22.5,9.0,0,486248.0,578666.0,0,0
230,Fully Paid,216194.0,Short Term,720.0,1077528.0,10,Home Mortgage,Debt Consolidation,8081.46,13.7,5.0,1,96463.0,174240.0,1,0
231,Fully Paid,430100.0,Short Term,739.0,1448655.0,10,Home Mortgage,Debt Consolidation,23782.11,15.4,13.0,0,400178.0,716188.0,0,0
232,Fully Paid,562760.0,Short Term,738.0,1263652.0,3,Rent,Debt Consolidation,12426.0,13.1,8.0,0,478021.0,684178.0,0,0
233,Fully Paid,215006.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,22042.47,29.1,10.0,0,387714.0,464266.0,0,0
234,Fully Paid,325622.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,8831.01,15.2,25.0,0,144172.0,415250.0,0,0
235,Fully Paid,118998.0,Short Term,686.0,576327.0,10,Home Mortgage,Debt Consolidation,10037.7,11.1,11.0,0,320834.0,518144.0,0,0
236,Fully Paid,266926.0,Long Term,725.0,1632936.0,10,Home Mortgage,Debt Consolidation,20139.43,16.0,10.0,1,119586.0,422180.0,1,0
237,Charged Off,224796.0,Short Term,681.0,573819.0,1,Own Home,Business Loan,4925.37,11.4,6.0,0,115862.0,296780.0,0,0
238,Fully Paid,401852.0,Long Term,725.0,1263785.0,10,Home Mortgage,Debt Consolidation,15059.97,15.3,6.0,1,58482.0,101376.0,1,0
239,Fully Paid,309540.0,Short Term,726.0,1172718.0,9,Home Mortgage,Debt Consolidation,26895.83,16.5,12.0,0,79686.0,262108.0,0,0
240,Fully Paid,273482.0,Long Term,693.0,1115699.0,10,Home Mortgage,Debt Consolidation,13667.27,15.9,6.0,0,65683.0,109758.0,0,0
241,Fully Paid,323708.0,Short Term,723.0,1640061.0,3,Rent,Debt Consolidation,21047.44,21.2,14.0,0,546782.0,924242.0,0,0
242,Charged Off,88528.0,Short Term,696.0,993833.0,2,Rent,Debt Consolidation,2550.94,20.8,11.0,0,38532.0,241142.0,0,0
243,Fully Paid,249568.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,12209.21,14.1,17.0,0,300048.0,569536.0,0,0
244,Fully Paid,416834.0,Short Term,726.0,1172718.0,8,Own Home,Debt Consolidation,17525.79,9.7,13.0,0,219849.0,587884.0,0,0
245,Fully Paid,110902.0,Short Term,697.0,2202917.0,5,Rent,Debt Consolidation,30290.18,11.5,20.0,0,104291.0,377366.0,0,0
246,Fully Paid,132022.0,Short Term,727.0,855095.0,7,Rent,Debt Consolidation,14180.08,17.6,10.0,0,130131.0,251108.0,0,0
247,Fully Paid,277948.0,Short Term,707.0,1118948.0,10,Rent,Debt Consolidation,29465.58,15.7,11.0,1,66994.0,129294.0,1,0
248,Fully Paid,219186.0,Short Term,748.0,2233697.0,3,Home Mortgage,Debt Consolidation,14779.72,20.6,11.0,0,281618.0,939708.0,0,0
249,Fully Paid,178684.0,Short Term,739.0,1176727.0,2,Rent,Debt Consolidation,19514.14,20.7,11.0,0,192337.0,281534.0,0,0
250,Fully Paid,108526.0,Short Term,743.0,1312045.0,7,Home Mortgage,Other,7380.17,19.0,10.0,1,71953.0,108504.0,0,0
251,Fully Paid,222156.0,Short Term,726.0,1172718.0,10,Home Mortgage,Home Improvements,16960.54,15.9,7.0,0,170563.0,339922.0,0,0
252,Fully Paid,205524.0,Short Term,676.0,1167132.0,10,Home Mortgage,Debt Consolidation,18479.59,22.5,19.0,0,592249.0,864754.0,0,0
253,Charged Off,134618.0,Short Term,746.0,968905.0,0,Rent,Debt Consolidation,16196.74,17.0,17.0,0,202540.0,1061170.0,0,0
254,Fully Paid,94974.0,Short Term,694.0,301093.0,1,Rent,Debt Consolidation,4842.53,9.3,7.0,0,162564.0,341000.0,0,0
255,Fully Paid,523248.0,Long Term,668.0,1468662.0,8,Own Home,Debt Consolidation,39286.68,14.8,9.0,0,621585.0,906466.0,0,0
256,Fully Paid,588544.0,Long Term,687.0,1491158.0,5,Home Mortgage,Debt Consolidation,15284.36,16.3,17.0,0,428963.0,1118722.0,0,0
257,Fully Paid,319330.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,35750.4,42.4,17.0,1,381995.0,785598.0,0,1
258,Fully Paid,391468.0,Short Term,742.0,629850.0,0,Rent,Debt Consolidation,10025.16,17.8,8.0,0,57570.0,169620.0,0,0
259,Fully Paid,628474.0,Long Term,676.0,1235741.0,10,Home Mortgage,Debt Consolidation,26568.46,26.5,12.0,0,252871.0,603702.0,0,0
260,Charged Off,513524.0,Long Term,659.0,1115718.0,4,Rent,Debt Consolidation,28543.7,12.5,11.0,0,469604.0,849618.0,0,0
261,Charged Off,765006.0,Long Term,736.0,6606775.0,7,Own Home,Debt Consolidation,5780.94,24.1,11.0,0,369170.0,1978966.0,0,0
262,Fully Paid,130328.0,Short Term,740.0,1707207.0,2,Rent,Buy a Car,12647.73,23.0,12.0,0,445721.0,757834.0,0,0
263,Fully Paid,268664.0,Long Term,718.0,1160178.0,0,Rent,Debt Consolidation,16049.11,13.3,9.0,0,318839.0,818576.0,0,0
264,Fully Paid,753368.0,Short Term,726.0,1172718.0,7,Home Mortgage,Other,75878.02,43.3,19.0,0,834784.0,1378872.0,0,0
265,Fully Paid,448712.0,Long Term,696.0,1264602.0,10,Home Mortgage,Debt Consolidation,33722.91,16.7,28.0,1,328054.0,895906.0,0,1
266,Fully Paid,334686.0,Short Term,742.0,963490.0,10,Home Mortgage,Debt Consolidation,12284.45,20.5,15.0,0,406220.0,863060.0,0,0
267,Fully Paid,125004.0,Short Term,726.0,1172718.0,5,Rent,Other,27041.75,19.5,18.0,1,247342.0,667568.0,1,0
268,Charged Off,242616.0,Short Term,726.0,1172718.0,4,Home Mortgage,Debt Consolidation,41396.25,18.0,9.0,0,522690.0,745338.0,0,0
269,Fully Paid,175076.0,Short Term,742.0,748486.0,8,Rent,Other,7983.8,36.4,7.0,0,184490.0,240856.0,0,0
270,Charged Off,107712.0,Short Term,744.0,576688.0,10,Rent,Debt Consolidation,7256.67,13.5,15.0,0,263321.0,671572.0,0,0
271,Fully Paid,155210.0,Short Term,744.0,1053265.0,6,Home Mortgage,Debt Consolidation,17466.51,13.3,8.0,0,492841.0,640464.0,0,0
272,Fully Paid,712404.0,Long Term,618.0,6283072.0,2,Rent,Other,20262.93,14.7,10.0,1,135641.0,358556.0,1,0
273,Fully Paid,753610.0,Long Term,676.0,2212835.0,10,Home Mortgage,Debt Consolidation,35221.06,17.2,17.0,0,579158.0,1086866.0,0,0
274,Fully Paid,154748.0,Short Term,748.0,1603657.0,8,Home Mortgage,Other,8539.55,29.2,11.0,0,9842.0,1425820.0,0,0
275,Charged Off,251416.0,Short Term,720.0,1057293.0,6,Home Mortgage,Buy a Car,13480.5,9.0,12.0,0,138377.0,222838.0,0,0
276,Fully Paid,764390.0,Long Term,705.0,1603220.0,2,Home Mortgage,Debt Consolidation,34869.75,30.6,15.0,0,425448.0,1089902.0,0,0
277,Charged Off,215006.0,Short Term,726.0,1172718.0,2,Rent,Debt Consolidation,20639.13,11.9,9.0,0,76551.0,284130.0,0,0
278,Fully Paid,616902.0,Long Term,647.0,1405772.0,0,Own Home,Debt Consolidation,18626.27,17.9,4.0,0,317338.0,433818.0,0,0
279,Fully Paid,447788.0,Short Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,6497.05,21.2,5.0,0,806379.0,2074886.0,0,0
280,Fully Paid,170962.0,Short Term,710.0,598082.0,6,Rent,Debt Consolidation,7426.15,12.8,14.0,0,117211.0,622534.0,0,0
281,Charged Off,340362.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,22936.8,23.3,19.0,0,427025.0,1242340.0,0,0
282,Fully Paid,332222.0,Short Term,746.0,891119.0,3,Rent,Debt Consolidation,11733.07,23.8,9.0,0,293683.0,717420.0,0,0
283,Fully Paid,440132.0,Long Term,676.0,1292380.0,6,Home Mortgage,Debt Consolidation,4157.2,15.6,3.0,0,150822.0,219956.0,0,0
284,Charged Off,403414.0,Long Term,726.0,1172718.0,6,Home Mortgage,Debt Consolidation,14597.13,20.7,11.0,0,71212.0,91916.0,0,0
285,Fully Paid,112574.0,Short Term,729.0,1555416.0,10,Home Mortgage,vacation,10706.5,13.7,13.0,0,86507.0,770440.0,0,0
286,Fully Paid,88198.0,Short Term,741.0,825968.0,0,Home Mortgage,Debt Consolidation,3407.08,14.2,9.0,0,112727.0,725098.0,0,0
287,Fully Paid,764544.0,Long Term,703.0,1697859.0,6,Home Mortgage,Home Improvements,17685.96,25.5,10.0,1,300789.0,657118.0,1,0
288,Fully Paid,224642.0,Short Term,741.0,1056039.0,2,Rent,Debt Consolidation,14080.33,38.5,7.0,0,252320.0,1047200.0,0,0
289,Fully Paid,446336.0,Long Term,683.0,1117865.0,7,Home Mortgage,Debt Consolidation,7573.59,15.9,4.0,1,148960.0,238898.0,1,0
290,Charged Off,447656.0,Short Term,732.0,1585113.0,10,Home Mortgage,Debt Consolidation,20342.16,17.4,8.0,0,309054.0,503316.0,0,0
291,Charged Off,261910.0,Short Term,675.0,1438509.0,6,Own Home,Other,24334.82,15.6,9.0,1,74214.0,767272.0,1,0
292,Fully Paid,746372.0,Long Term,715.0,2302116.0,10,Home Mortgage,Debt Consolidation,40670.64,24.4,14.0,0,620996.0,1461482.0,0,0
293,Fully Paid,146982.0,Short Term,670.0,981578.0,10,Rent,Debt Consolidation,25030.22,22.5,19.0,0,532589.0,828872.0,0,0
294,Fully Paid,533698.0,Long Term,699.0,1853298.0,1,Rent,Debt Consolidation,30270.61,21.6,18.0,0,342209.0,589644.0,0,0
295,Fully Paid,316514.0,Short Term,726.0,1172718.0,0,Rent,Debt Consolidation,12437.59,16.9,13.0,0,413060.0,582560.0,0,0
296,Charged Off,563068.0,Long Term,623.0,2094807.0,0,Rent,Debt Consolidation,35960.92,12.1,17.0,0,580203.0,917774.0,0,0
297,Fully Paid,163482.0,Short Term,711.0,564756.0,10,Rent,Buy a Car,6447.65,12.4,9.0,0,216809.0,318186.0,0,0
298,Fully Paid,173316.0,Short Term,744.0,954275.0,2,Home Mortgage,Debt Consolidation,6457.15,13.2,5.0,0,327541.0,780384.0,0,0
299,Charged Off,133936.0,Short Term,639.0,347035.0,1,Home Mortgage,Home Improvements,6969.39,15.4,10.0,0,68742.0,151910.0,0,0
300,Fully Paid,64526.0,Short Term,747.0,185782.0,0,Rent,Debt Consolidation,4799.4,10.1,8.0,0,72257.0,172128.0,0,0
301,Charged Off,47806.0,Short Term,671.0,835620.0,2,Rent,Other,3070.97,12.8,10.0,0,48051.0,60764.0,0,0
302,Fully Paid,131934.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,10640.95,16.7,7.0,0,136154.0,248270.0,0,0
303,Charged Off,147576.0,Short Term,748.0,463429.0,2,Rent,Debt Consolidation,8573.56,12.9,20.0,0,88939.0,357588.0,0,0
304,Fully Paid,545160.0,Long Term,699.0,3954888.0,10,Home Mortgage,Debt Consolidation,27881.93,18.1,15.0,0,163020.0,215974.0,0,0
305,Fully Paid,657294.0,Short Term,691.0,2270652.0,4,Rent,Debt Consolidation,24031.01,11.3,12.0,0,405327.0,811998.0,0,0
306,Fully Paid,780406.0,Short Term,715.0,3369897.0,10,Home Mortgage,Debt Consolidation,35945.53,9.2,6.0,0,457710.0,1130008.0,0,0
307,Fully Paid,43318.0,Short Term,708.0,897769.0,4,Rent,Other,7391.57,17.9,2.0,0,3382.0,4334.0,0,0
308,Fully Paid,44792.0,Short Term,723.0,502892.0,7,Rent,Other,7794.75,7.5,9.0,1,193781.0,358446.0,0,1
309,Fully Paid,268004.0,Short Term,750.0,867996.0,10,Rent,Debt Consolidation,21410.53,23.0,15.0,0,309776.0,1203664.0,0,0
310,Fully Paid,776864.0,Short Term,687.0,1629383.0,10,Home Mortgage,Debt Consolidation,34895.78,19.6,24.0,1,481783.0,950334.0,1,0
311,Fully Paid,273856.0,Long Term,614.0,821826.0,10,Rent,Debt Consolidation,8766.22,16.4,4.0,0,146262.0,234586.0,0,0
312,Fully Paid,33154.0,Short Term,713.0,572793.0,10,Rent,vacation,13412.86,11.8,10.0,1,49153.0,178948.0,1,0
313,Fully Paid,450384.0,Short Term,746.0,1166904.0,10,Home Mortgage,Home Improvements,31506.37,20.2,12.0,0,332918.0,687126.0,0,0
314,Fully Paid,662310.0,Short Term,699.0,1258389.0,10,Home Mortgage,Debt Consolidation,13213.17,17.5,8.0,1,302309.0,562782.0,1,0
315,Fully Paid,353232.0,Short Term,712.0,823707.0,10,Home Mortgage,Debt Consolidation,13659.67,9.8,9.0,0,117496.0,242968.0,0,0
316,Fully Paid,221056.0,Short Term,741.0,954560.0,10,Rent,Debt Consolidation,9386.57,12.0,19.0,0,117420.0,229658.0,0,0
317,Fully Paid,76340.0,Short Term,726.0,1172718.0,10,Rent,major_purchase,472.15,23.6,6.0,1,15333.0,322806.0,1,0
318,Fully Paid,469678.0,Long Term,667.0,2250246.0,6,Home Mortgage,Debt Consolidation,51380.56,14.6,43.0,0,979526.0,1543102.0,0,0
319,Fully Paid,319726.0,Short Term,749.0,952185.0,2,Home Mortgage,Debt Consolidation,17059.91,21.2,8.0,0,299725.0,778140.0,0,0
320,Fully Paid,460350.0,Short Term,736.0,888041.0,5,Own Home,Debt Consolidation,18796.89,27.2,9.0,0,547504.0,816948.0,0,0
321,Fully Paid,133606.0,Short Term,701.0,2538343.0,10,Home Mortgage,Buy House,18297.19,32.9,21.0,0,198911.0,342738.0,0,0
322,Fully Paid,67298.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,20289.53,22.5,9.0,1,170601.0,302962.0,1,0
323,Fully Paid,328350.0,Short Term,745.0,1343243.0,10,Home Mortgage,Debt Consolidation,11529.39,19.4,7.0,0,373958.0,600578.0,0,0
324,Fully Paid,380622.0,Long Term,657.0,969665.0,3,Rent,Debt Consolidation,26665.74,10.6,5.0,0,305482.0,377102.0,0,0
325,Fully Paid,281710.0,Short Term,728.0,831953.0,2,Home Mortgage,Debt Consolidation,12964.46,18.0,12.0,0,461415.0,907104.0,0,0
326,Fully Paid,332552.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,18093.32,26.9,9.0,0,324539.0,650122.0,0,0
327,Fully Paid,161656.0,Short Term,749.0,874874.0,9,Home Mortgage,Debt Consolidation,12226.5,16.1,10.0,0,159676.0,394218.0,0,0
328,Fully Paid,87274.0,Short Term,719.0,753692.0,10,Rent,Debt Consolidation,4013.37,8.2,8.0,0,101042.0,259424.0,0,0
329,Charged Off,456126.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,23213.82,18.6,8.0,0,333640.0,519244.0,0,0
330,Fully Paid,294580.0,Short Term,744.0,1734624.0,10,Rent,Debt Consolidation,8051.63,17.8,12.0,0,229007.0,433290.0,0,0
331,Fully Paid,526196.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,24808.49,20.1,12.0,0,443840.0,1072918.0,0,0
332,Fully Paid,39138.0,Short Term,731.0,751336.0,4,Home Mortgage,Home Improvements,10894.41,10.6,11.0,0,77539.0,302302.0,0,0
333,Fully Paid,516978.0,Long Term,712.0,1261809.0,0,Home Mortgage,Debt Consolidation,15457.07,11.0,15.0,0,179208.0,256190.0,0,0
334,Fully Paid,178882.0,Short Term,726.0,1172718.0,7,Rent,Debt Consolidation,8535.75,8.0,20.0,0,129637.0,498696.0,0,0
335,Charged Off,327404.0,Short Term,726.0,1172718.0,10,Own Home,Debt Consolidation,26012.9,17.0,12.0,0,246525.0,406032.0,0,0
336,Fully Paid,90112.0,Short Term,726.0,1172718.0,6,Rent,Other,13879.88,13.1,3.0,1,304.0,32780.0,0,0
337,Fully Paid,449724.0,Short Term,720.0,925946.0,4,Home Mortgage,Home Improvements,6643.54,9.2,10.0,1,170069.0,449570.0,1,1
338,Fully Paid,260436.0,Long Term,734.0,1244272.0,10,Home Mortgage,Debt Consolidation,11924.21,28.4,12.0,0,189696.0,625812.0,0,0
339,Fully Paid,260810.0,Short Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,13076.56,19.0,11.0,1,180329.0,258742.0,1,0
340,Fully Paid,756844.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,25198.94,26.9,10.0,0,876147.0,1147586.0,0,0
341,Fully Paid,264396.0,Short Term,737.0,1712565.0,10,Rent,Debt Consolidation,19980.02,21.9,13.0,0,380665.0,1075052.0,0,0
342,Charged Off,242264.0,Short Term,744.0,584345.0,5,Home Mortgage,Debt Consolidation,12417.45,21.7,10.0,0,212306.0,836154.0,0,0
343,Fully Paid,251196.0,Short Term,740.0,1051536.0,10,Home Mortgage,Debt Consolidation,23133.83,48.7,16.0,0,300295.0,452716.0,0,0
344,Charged Off,224312.0,Short Term,700.0,678034.0,3,Rent,Debt Consolidation,13052.24,12.8,13.0,0,240863.0,639650.0,0,0
345,Fully Paid,222728.0,Long Term,615.0,905160.0,1,Rent,Business Loan,18706.64,16.2,9.0,0,64676.0,135432.0,0,0
346,Fully Paid,266882.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,20287.44,23.4,12.0,0,255018.0,853402.0,0,0
347,Fully Paid,450648.0,Short Term,737.0,1634627.0,10,Rent,Debt Consolidation,10570.65,32.5,6.0,1,93252.0,151008.0,1,0
348,Fully Paid,500302.0,Short Term,726.0,1172718.0,7,Rent,Debt Consolidation,13520.59,15.0,8.0,0,232142.0,732424.0,0,0
349,Fully Paid,407528.0,Long Term,711.0,928226.0,2,Rent,Debt Consolidation,18487.38,11.1,5.0,0,263093.0,333652.0,0,0
350,Fully Paid,152372.0,Short Term,697.0,845937.0,0,Rent,Debt Consolidation,2876.22,8.8,10.0,0,56943.0,215468.0,0,0
351,Fully Paid,704946.0,Short Term,717.0,1352914.0,10,Home Mortgage,Debt Consolidation,27960.21,30.0,16.0,0,792623.0,1456752.0,0,0
352,Fully Paid,630234.0,Short Term,726.0,1172718.0,1,Home Mortgage,Debt Consolidation,32910.85,15.6,13.0,0,1060846.0,1305370.0,0,0
353,Fully Paid,87472.0,Short Term,695.0,679896.0,4,Home Mortgage,Business Loan,6872.68,10.2,4.0,0,19912.0,133210.0,0,0
354,Charged Off,178046.0,Short Term,726.0,1172718.0,0,Rent,Debt Consolidation,18759.08,23.3,11.0,0,119757.0,360184.0,0,0
355,Fully Paid,155738.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,6654.75,19.4,7.0,1,125039.0,275748.0,1,0
356,Charged Off,234036.0,Short Term,703.0,665798.0,10,Home Mortgage,Debt Consolidation,11263.01,17.0,13.0,0,242098.0,308396.0,0,0
357,Fully Paid,223146.0,Short Term,719.0,573819.0,7,Home Mortgage,Debt Consolidation,10902.58,22.6,9.0,1,77159.0,192544.0,1,0
358,Fully Paid,649902.0,Long Term,695.0,1309651.0,10,Own Home,Debt Consolidation,6810.17,26.0,7.0,0,300884.0,361768.0,0,0
359,Fully Paid,214632.0,Short Term,722.0,1448237.0,9,Home Mortgage,Debt Consolidation,33188.63,15.0,25.0,0,485982.0,970200.0,0,0
360,Charged Off,207636.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,15330.53,19.7,9.0,0,184281.0,254936.0,0,0
361,Fully Paid,396286.0,Short Term,741.0,2528767.0,10,Home Mortgage,Debt Consolidation,17111.4,28.9,11.0,0,174781.0,535414.0,0,0
362,Charged Off,268664.0,Short Term,727.0,899954.0,8,Home Mortgage,Debt Consolidation,17324.2,19.5,13.0,0,223725.0,460130.0,0,0
363,Fully Paid,405746.0,Short Term,742.0,1168044.0,5,Home Mortgage,Debt Consolidation,21511.42,13.8,9.0,1,286748.0,378598.0,1,0
364,Fully Paid,188166.0,Short Term,747.0,2408554.0,10,Rent,Debt Consolidation,7587.08,16.5,7.0,1,85975.0,143440.0,1,0
365,Fully Paid,358578.0,Short Term,711.0,1509721.0,9,Home Mortgage,Debt Consolidation,3157.8,13.7,3.0,0,58862.0,91850.0,0,0
366,Fully Paid,94534.0,Short Term,718.0,777556.0,2,Rent,Debt Consolidation,12894.35,8.7,8.0,0,49286.0,72050.0,0,0
367,Fully Paid,767624.0,Short Term,733.0,2083825.0,0,Home Mortgage,Debt Consolidation,22574.85,12.6,12.0,0,434910.0,1243396.0,0,0
368,Fully Paid,403964.0,Short Term,744.0,1763561.0,10,Home Mortgage,Debt Consolidation,17929.35,18.4,11.0,0,389101.0,843678.0,0,0
369,Fully Paid,531168.0,Long Term,724.0,1834944.0,10,Home Mortgage,Debt Consolidation,23242.7,38.0,16.0,0,534033.0,942612.0,0,0
370,Fully Paid,390896.0,Short Term,735.0,804460.0,7,Rent,Debt Consolidation,11932.95,26.3,14.0,1,335027.0,1251360.0,1,0
371,Fully Paid,134794.0,Short Term,736.0,927523.0,10,Rent,Debt Consolidation,11439.33,16.8,7.0,1,72371.0,130306.0,1,0
